Nom,Industrie,Siège Social,Site Web,Taille,Fondée,Forme Juridique,Adresse 1,Adresse 2,Ville,Region,Pays,Code Postal,Profile LinkedIn,Taille/max,Taille/min
YUZU - Maroc,Services aux consommateurs,"14, Rue Abou Said Soussi
Casablanca
Casablanca
20160
Maroc",http://www.doyuzu.com,1-10 employés,2013,Société à responsabilité limitée (SRL),"14, Rue Abou Said Soussi",,Casablanca,Casablanca,Maroc,20160,https://www.linkedin.com/company/6412450,10,1
Even Firm,Services aux consommateurs,"59, Rue Al Khansae n°10 Quartier Palmier casablanca
casablanca
Maroc",http://Even.ma,11-50 employés,2014,Société à responsabilité limitée (SRL),"59, Rue Al Khansae n°10 Quartier Palmier casablanca",,casablanca,,Maroc,,https://www.linkedin.com/company/5290399,50,11
Infinitable,Services aux consommateurs,"265, Bd Zerktouni
Casablanca
Maroc",http://www.infinitable.ma,1-10 employés,2014,Société à responsabilité limitée (SRL),"265, Bd Zerktouni",,Casablanca,,Maroc,,https://www.linkedin.com/company/5072571,10,1
Carmine.ma,Services aux consommateurs,"Rue Ali abderazzak
Casablanca
Maroc",http://www.carmine.ma,1-10 employés,2014,Entreprise individuelle,Rue Ali abderazzak,,Casablanca,,Maroc,,https://www.linkedin.com/company/5315206,10,1
Mariage Marrakech Annabelle Romain SARL,Services aux consommateurs,"Bab Kchich BP8516
Marrakech
40000
Maroc",http://www.annabelleromain.net,1-10 employés,2005,Entreprise individuelle,Bab Kchich BP8516,,Marrakech,,Maroc,40000,https://www.linkedin.com/company/2297474,10,1
MCC ( Marketing Call Center),Services aux consommateurs,"98, avenue Fal Ould Oumeir Agdal
66 rue melouia, agdal
Rabat
10080
Maroc",http://www.mcc.ma,201-500 employés,2005,Société de personnes (associés),"98, avenue Fal Ould Oumeir Agdal","66 rue melouia, agdal",Rabat,,Maroc,10080,https://www.linkedin.com/company/2478017,500,201
AKABAR Développement,Services d’information,"Ouled Saleh Industrial Area Lot Ennour Building 19
Casablanca
27182
Maroc",http://www.akabardeveloppement.com,1-10 employés,2015,Entreprise individuelle,Ouled Saleh Industrial Area Lot Ennour Building 19,,Casablanca,,Maroc,27182,https://www.linkedin.com/company/9306979,10,1
digitiv-it,Services d’information,"Rue sebta , Nº 7, résidence rami , Bureau Nº8 -, Casablanca
Casablanca
Maroc",http://www.digitiv-it.com,11-50 employés,,Société à responsabilité limitée (SRL),"Rue sebta , Nº 7, résidence rami , Bureau Nº8 -, Casablanca",,Casablanca,,Maroc,,https://www.linkedin.com/company/2921813,50,11
LeRelais.ma,Services d’information,"39, Av. Lalla Yacout 5ème ETG Appt D
Casablanca
Maroc",http://www.lerelais.ma,1-10 employés,2012,Société à responsabilité limitée (SRL),"39, Av. Lalla Yacout 5ème ETG Appt D",,Casablanca,,Maroc,,https://www.linkedin.com/company/2921769,10,1
Decidata Consulting,Services d’information,"Bureau 258, Technopark
Route de Nouacer
Casablanca
Casablanca
20072
Maroc",http://www.decidataconsulting.com,1-10 employés,2012,Société de personnes (associés),"Bureau 258, Technopark",Route de Nouacer,Casablanca,Casablanca,Maroc,20072,https://www.linkedin.com/company/3057946,10,1
Annuaire Tchad,Services d’information,"RUE ABDELAZIZ BOUTALEB,IMMEUBLE ANAS
RABAT
10050
Maroc",http://www.annuaire-tchad.com/,1-10 employés,2013,Société à responsabilité limitée (SRL),"RUE ABDELAZIZ BOUTALEB,IMMEUBLE ANAS",,RABAT,,Maroc,10050,https://www.linkedin.com/company/4987083,10,1
Les Coulisses de Tanger,Services d’information,"x
x
Tanger
90000
Maroc",http://www.lescoulissesdetanger.com,Moi uniquement,2009,Non lucratif,x,x,Tanger,,Maroc,90000,https://www.linkedin.com/company/2786133,,
SODIPRESS,Services d’information,"10, Place des Nations Unies
Casablanca
20080
Maroc",http://www.sodipress.com,51-200 employés,1982,Société à responsabilité limitée (SRL),"10, Place des Nations Unies",,Casablanca,,Maroc,20080,https://www.linkedin.com/company/748411,200,51
Dyn IT Maroc,Services d’information,"51, Avenue Tadla - Aviation
Rabat
Rabat-Salé-Zemour-Zear
10180
Maroc",http://www.dynit.ma,1-10 employés,2012,Société à responsabilité limitée (SRL),"51, Avenue Tadla - Aviation",,Rabat,Rabat-Salé-Zemour-Zear,Maroc,10180,https://www.linkedin.com/company/2767391,10,1
OMNIACADEMY,Services d’information,"74, Bd Abdelmoumen
Casablanca
20340
Maroc",http://www.omniacademy.ma,11-50 employés,2008,Société à responsabilité limitée (SRL),"74, Bd Abdelmoumen",,Casablanca,,Maroc,20340,https://www.linkedin.com/company/254557,50,11
Infomineo,Services d’information,"43 Boulevard d'Anfa
Casablanca
Casablanca
20000
Maroc",http://www.infomineo.com,51-200 employés,2011,Société à responsabilité limitée (SRL),43 Boulevard d'Anfa,,Casablanca,Casablanca,Maroc,20000,https://www.linkedin.com/company/2416143,200,51
NADIA KAY & ASSOCIATES,Services à la personne,"Marina Business Center
Crystal 1 Building
CASABLANCA
--Sélectionnez votre état--
Maroc",http://www.nadiakay.net,1-10 employés,2015,Société à responsabilité limitée (SRL),Marina Business Center,Crystal 1 Building,CASABLANCA,--Sélectionnez votre état--,Maroc,,https://www.linkedin.com/company/10324647,10,1
ChallengeTech,Semi-conducteurs,"2 avenue Allal Al Fassi
Madinat Al Irfane
Rabat
10000
Maroc",http://www.challenge-tech.com,1-10 employés,2014,Société à responsabilité limitée (SRL),2 avenue Allal Al Fassi,Madinat Al Irfane,Rabat,,Maroc,10000,https://www.linkedin.com/company/3032307,10,1
MU-Electronics,Semi-conducteurs,"Agdal
Rabat
Maroc",http://www.mu-e.com,11-50 employés,2003,Société à responsabilité limitée (SRL),Agdal,,Rabat,,Maroc,,https://www.linkedin.com/company/1957702,50,11
Nemotek Technologies,Semi-conducteurs,"Rabat Technopolis Park
BP 10305
Sala Al Jadida
11103
Maroc",http://www.nemotektechnologies.com,201-500 employés,2008,Société à responsabilité limitée (SRL),Rabat Technopolis Park,BP 10305,Sala Al Jadida,,Maroc,11103,https://www.linkedin.com/company/402873,500,201
MY BEAUTY DAY,Services à la personne,"265, Bd Zerktouni
Casablanca
20000
Maroc",http://www.mybeautyday.ma,1-10 employés,2015,Société à responsabilité limitée (SRL),"265, Bd Zerktouni",,Casablanca,,Maroc,20000,https://www.linkedin.com/company/10280407,10,1
Mohamed Chkih,Services à la personne,"Marrakech
Marrakech
Marrakech
Marrakech-Tensift-Al Haouz
40 000
Maroc",http://www.mohamedchkih.net,1-10 employés,,Société à responsabilité limitée (SRL),Marrakech,Marrakech,Marrakech,Marrakech-Tensift-Al Haouz,Maroc,40 000,https://www.linkedin.com/company/8341778,10,1
Serve&Help,Services à la personne,"Casablanca
Casablanca
Maroc",http://servenhelp.strikingly.com/,Moi uniquement,2015,Société à responsabilité limitée (SRL),Casablanca,,Casablanca,,Maroc,,https://www.linkedin.com/company/10394216,,
ATEN Group,Services à la personne,"10Bis cite de la garde
Agdal
Rabat
Rabat, Sale, Zemmour, Zair
10000
Maroc",http://www!;aten-group.com,1-10 employés,2010,Société à responsabilité limitée (SRL),10Bis cite de la garde,Agdal,Rabat,"Rabat, Sale, Zemmour, Zair",Maroc,10000,https://www.linkedin.com/company/2992636,10,1
Montapis,Services à la personne,"Rabat : 0659-699637
***
Casablanca : 0646-146333
Maroc",http://www.montapis.ma,11-50 employés,2010,Société à responsabilité limitée (SRL),Rabat : 0659-699637,***,Casablanca : 0646-146333,,Maroc,,https://www.linkedin.com/company/2753111,50,11
Pro Facilities,Services à la personne,"7 Rue Sebta Residence Rami Bureau 8
Casablanca
Casablanca
20100
Maroc",http://www.pro-facilities.com,11-50 employés,2012,Société à responsabilité limitée (SRL),7 Rue Sebta Residence Rami Bureau 8,,Casablanca,Casablanca,Maroc,20100,https://www.linkedin.com/company/2681849,50,11
Newlife Canada,Services à la personne,Maroc,http://www.newlifecanada.ca,11-50 employés,,Société à responsabilité limitée (SRL),,,,,Maroc,,https://www.linkedin.com/company/819620,50,11
ELKHAM SERVICES PLUS,Sécurité et enquêtes,"Marrakech
Menara
Maroc",http://www.elkham.com,201-500 employés,2008,Société à responsabilité limitée (SRL),Marrakech,,Menara,,Maroc,,https://www.linkedin.com/company/10330400,500,201
GO INFORMATIQUE,Sécurité informatique et des réseaux,"Cité Dakhla Bloc 3D
Agadir
Sous Massa Daraa
80000
Maroc",http://www.goinformatique.com,1-10 employés,2015,Société cotée en bourse,Cité Dakhla Bloc 3D,,Agadir,Sous Massa Daraa,Maroc,80000,https://www.linkedin.com/company/10468400,10,1
feelsecure,Sécurité informatique et des réseaux,"74 Imm D3 Complexe Youssef Ben Tachfine
Avenue Prince My Abdellah
Marrakech
al haouz
40000
Maroc",http://feelsecure-maroc.com/,11-50 employés,2009,Société à responsabilité limitée (SRL),74 Imm D3 Complexe Youssef Ben Tachfine,Avenue Prince My Abdellah,Marrakech,al haouz,Maroc,40000,https://www.linkedin.com/company/10348083,50,11
Abagtha Consulting,Sécurité informatique et des réseaux,"219, RUE MUSTAPHA MAANI 3eme ETAGE
4984fghg
casablanca
22000
27613
Maroc",http://abagthaconsulting.com,Moi uniquement,2012,Société à responsabilité limitée (SRL),"219, RUE MUSTAPHA MAANI 3eme ETAGE",4984fghg,casablanca,22000,Maroc,27613,https://www.linkedin.com/company/9187173,,
INEOS SA,Sécurité informatique et des réseaux,"Casanearshore, Shore 18, 3ème Etage
Casablanca
20270
Maroc",http://www.ineostech.com,11-50 employés,,Société de personnes (associés),"Casanearshore, Shore 18, 3ème Etage",,Casablanca,,Maroc,20270,https://www.linkedin.com/company/10436897,50,11
I FIXE,Sécurité informatique et des réseaux,"LOT BACHKOU
CASABLANCA
ANFA
20450
Maroc",http://www.ifixe.ma,1-10 employés,2014,Société à responsabilité limitée (SRL),LOT BACHKOU,,CASABLANCA,ANFA,Maroc,20450,https://www.linkedin.com/company/9215092,10,1
IGS MAROC,Sécurité et enquêtes,"Les Paquettes - Bureau 16
Casablanca
20800
Maroc",http://www.igs-securite.ma,1001-5 000 employés,1991,Société à responsabilité limitée (SRL),Les Paquettes - Bureau 16,,Casablanca,,Maroc,20800,https://www.linkedin.com/company/10127239,0,1001
BRIDGE Morocco,Sécurité et enquêtes,"61 Rue Agadir
Casablanca
20000
Maroc",http://www.bridge.co.ma,1-10 employés,2004,Entreprise individuelle,61 Rue Agadir,,Casablanca,,Maroc,20000,https://www.linkedin.com/company/4996236,10,1
INTELLEGO SECURITY SYSTEMS,Sécurité et enquêtes,"36 B Boulevard d'Anfa
Casablanca
20000
Maroc",http://www.intellego.ma,11-50 employés,2007,Société cotée en bourse,36 B Boulevard d'Anfa,,Casablanca,,Maroc,20000,https://www.linkedin.com/company/3226984,50,11
Transworld Protection,Sécurité et enquêtes,"49, Angle avenue 2 Mars et rue Victor Hugo, Immeuble ROSEAU 3ème étage Appartement 14
Casablanca
Maroc",http://www.twp.ma,1-10 employés,2005,Société à responsabilité limitée (SRL),"49, Angle avenue 2 Mars et rue Victor Hugo, Immeuble ROSEAU 3ème étage Appartement 14",,Casablanca,,Maroc,,https://www.linkedin.com/company/3076791,10,1
Maroc Class Auto Sécurité,Sécurité et enquêtes,"4 rue Rossignol Quartier Oasis
Casablanca
20100
Maroc",http://www.mcas-security.com,11-50 employés,2007,Société à responsabilité limitée (SRL),4 rue Rossignol Quartier Oasis,,Casablanca,,Maroc,20100,https://www.linkedin.com/company/1140862,50,11
Alomra Group International,Sécurité et enquêtes,"20100
Maroc",http://www.alomragroup.com,11-50 employés,,Société à responsabilité limitée (SRL),,,,,Maroc,20100,https://www.linkedin.com/company/500358,50,11
CONSEP sarl,Sécurité et enquêtes,"Immeuble G2, 2éme étage N°03
Casablanca
20340
Maroc",http://www.consep.ma,11-50 employés,2009,Société à responsabilité limitée (SRL),"Immeuble G2, 2éme étage N°03",,Casablanca,,Maroc,20340,https://www.linkedin.com/company/5122134,50,11
GROUPE SECURITE MAROC,Sécurité et enquêtes,"AIN SEBAA
CASABLANCA
20000
Maroc",http://www.groupesecurite.ma,11-50 employés,2010,Société à responsabilité limitée (SRL),AIN SEBAA,,CASABLANCA,,Maroc,20000,https://www.linkedin.com/company/2718510,50,11
Hi-Tech Security,Sécurité et enquêtes,"64 Rue Abou Taour
RDC
Casablanca
20100
Maroc",http://www.hts.ma/,11-50 employés,2005,Société à responsabilité limitée (SRL),64 Rue Abou Taour,RDC,Casablanca,,Maroc,20100,https://www.linkedin.com/company/689316,50,11
S4B GROUPE,Sécurité informatique et des réseaux,"11 Arset Lakbir
Casablanca
Casablanca
20000
Maroc",http://www.s4bgroupe.com,11-50 employés,2008,Société à responsabilité limitée (SRL),11 Arset Lakbir,,Casablanca,Casablanca,Maroc,20000,https://www.linkedin.com/company/9269693,50,11
AYOURWEB,Sécurité informatique et des réseaux,"N°5, IMM 19, RESIDENCE MAAMOURA
SALA AL JADIDA
SALE
11000
Maroc",http://www.ayourweb.com,1-10 employés,2013,Société à responsabilité limitée (SRL),"N°5, IMM 19, RESIDENCE MAAMOURA",,SALA AL JADIDA,SALE,Maroc,11000,https://www.linkedin.com/company/5359249,10,1
TAM Software,Sécurité informatique et des réseaux,"13 rue Oued Ziz #4
Rabat
10000
Maroc",http://www.tamsoftware.info/,1-10 employés,2010,Société à responsabilité limitée (SRL),13 rue Oued Ziz #4,,Rabat,,Maroc,10000,https://www.linkedin.com/company/1187064,10,1
Near Tech Maroc,Sécurité informatique et des réseaux,"Bd Yaacoun EL Mansour
Casablanca
Maroc",http://www.neartech.ma,11-50 employés,2010,Société à responsabilité limitée (SRL),Bd Yaacoun EL Mansour,,Casablanca,,Maroc,,https://www.linkedin.com/company/2636901,50,11
Oxyliom Group,Sécurité informatique et des réseaux,"Route de Nouaceur, angle Rs 114 et CT 1029
Casablanca
22000
Maroc",http://www.oxyliom-group.com,1-10 employés,2012,Société à responsabilité limitée (SRL),"Route de Nouaceur, angle Rs 114 et CT 1029",,Casablanca,,Maroc,22000,https://www.linkedin.com/company/2711653,10,1
MAROC GLOBAL Maintenance Informatique,Sécurité informatique et des réseaux,"56, Rue Al Fourat 1er étage Mâarif
casablanca
Maroc",http://www.maroc-global.ma,11-50 employés,,Société à responsabilité limitée (SRL),"56, Rue Al Fourat 1er étage Mâarif",,casablanca,,Maroc,,https://www.linkedin.com/company/5087162,50,11
IPRC (Maroc),Sécurité informatique et des réseaux,"Technopark
Route de Nouaceur, angle Rs 114 et CT 1029
Casablanca
20000
Maroc",http://www.iprc.ma,11-50 employés,2009,Société à responsabilité limitée (SRL),Technopark,"Route de Nouaceur, angle Rs 114 et CT 1029",Casablanca,,Maroc,20000,https://www.linkedin.com/company/2745122,50,11
LMPS Group,Sécurité informatique et des réseaux,"4, Lotissement la Colline, BP 92967
Casablanca
20150
Maroc",http://www.lmps-group.com,11-50 employés,2007,Société à responsabilité limitée (SRL),"4, Lotissement la Colline, BP 92967",,Casablanca,,Maroc,20150,https://www.linkedin.com/company/1205564,50,11
Maroc Atlantic Systems,Sécurité informatique et des réseaux,"41, rue Azanbak - ex Sansonnets, résid. Annour - Erraha
Casablanca
Casablanca
Maroc",http://www.marasys.ma,1-10 employés,2003,Société à responsabilité limitée (SRL),"41, rue Azanbak - ex Sansonnets, résid. Annour - Erraha",,Casablanca,Casablanca,Maroc,,https://www.linkedin.com/company/235611,10,1
DataProtect,Sécurité informatique et des réseaux,"Casablanca Nearshore Park - Shore 4, boulevard Al Qods, Sidi Maârouf
Casablanca
20270
Maroc",http://www.dataprotect.ma,11-50 employés,2009,Société à responsabilité limitée (SRL),"Casablanca Nearshore Park - Shore 4, boulevard Al Qods, Sidi Maârouf",,Casablanca,,Maroc,20270,https://www.linkedin.com/company/748352,50,11
Sté NORDLAND SECURITY SARL,Sécurité civile,"Av abdelkarim khattabi bloc G N° 10 Tetouan
Tetouan
93020
Maroc",http://nordlandsecurity.com,11-50 employés,2013,Société de personnes (associés),Av abdelkarim khattabi bloc G N° 10 Tetouan,,Tetouan,,Maroc,93020,https://www.linkedin.com/company/5027183,50,11
Proteguard,Sécurité civile,"20000
Maroc",http://www.proteguard.com,51-200 employés,,Société à responsabilité limitée (SRL),,,,,Maroc,20000,https://www.linkedin.com/company/422533,200,51
FOCUS PROTECTION,Sécurité civile,"2 angle Bd 11 janvier et rue Assanaoubar N° 4, 20000
Casablanca
20000
Maroc",http://www.focusprotection.ma,11-50 employés,2010,Société à responsabilité limitée (SRL),"2 angle Bd 11 janvier et rue Assanaoubar N° 4, 20000",,Casablanca,,Maroc,20000,https://www.linkedin.com/company/9352860,50,11
G6 securite,Sécurité civile,"SIÈGE SOCIALE : 67 rue chevalier bayard 5eme étage N° 16 belvédère Casablanca - Maroc.
belvedere
casablanca
wilaya
28800
Maroc",http://www.g6securite.com,1-10 employés,2014,Société à responsabilité limitée (SRL),SIÈGE SOCIALE : 67 rue chevalier bayard 5eme étage N° 16 belvédère Casablanca - Maroc.,belvedere,casablanca,wilaya,Maroc,28800,https://www.linkedin.com/company/5259164,10,1
Univers Prevention,Sécurité civile,"74 Rue n°12
Lotissement Missimie - Hay HAssani
Casablanca
Grand Casablanca
2020
Maroc",http://http;//www.universprevention.ma,1-10 employés,2005,Société à responsabilité limitée (SRL),74 Rue n°12,Lotissement Missimie - Hay HAssani,Casablanca,Grand Casablanca,Maroc,2020,https://www.linkedin.com/company/5373927,10,1
A2M Palm Industrie,Restauration collective,"Les ports du marrakech
Marrakech
Marrakech, Safi
40000
Maroc",http://www.a2m-palm-industrie.ma,1-10 employés,,Société à responsabilité limitée (SRL),Les ports du marrakech,,Marrakech,"Marrakech, Safi",Maroc,40000,https://www.linkedin.com/company/10336488,10,1
Faouz Optic (Conventionné),"Santé, forme et bien-être","N°1 Avenu Alfaouz CYM Rabat
Rabat
Maroc",http://www.faouzoptic.ma,1-10 employés,2013,Société de personnes (associés),N°1 Avenu Alfaouz CYM Rabat,,Rabat,,Maroc,,https://www.linkedin.com/company/9231597,10,1
Mylli Services,"Santé, forme et bien-être","Villa Océanique, rue Masmouda - Hay Al Hanaa
Casablanca
20210
Maroc",http://www.mylliservices.com,51-200 employés,2010,Société à responsabilité limitée (SRL),"Villa Océanique, rue Masmouda - Hay Al Hanaa",,Casablanca,,Maroc,20210,https://www.linkedin.com/company/10394014,200,51
Marvel Oils,"Santé, forme et bien-être","Lot Badr 173
Bd Basatine Titmellil
Casablanca
Grand Casablanca
29640
Maroc",http://marveloils.com/,1-10 employés,2013,Société à responsabilité limitée (SRL),Lot Badr 173,Bd Basatine Titmellil,Casablanca,Grand Casablanca,Maroc,29640,https://www.linkedin.com/company/3814527,10,1
AKITIL,"Santé, forme et bien-être",Maroc,http://www.akitil.com,1-10 employés,,Société à responsabilité limitée (SRL),,,,,Maroc,,https://www.linkedin.com/company/1079489,10,1
Richflor,"Santé, forme et bien-être","Avenue du prince moulay abdelah
Avenue des forces armées royales
Agadir
80000
Maroc",http://www.richflor.com,51-200 employés,1978,Entreprise individuelle,Avenue du prince moulay abdelah,Avenue des forces armées royales,Agadir,,Maroc,80000,https://www.linkedin.com/company/9395366,200,51
BestCorp Packaging,Restauration collective,"7, Rue Sebta Residence Rami Bureau 8
Casablanca
20100
Maroc",http://www.bestcorp.ma,1-10 employés,,Société à responsabilité limitée (SRL),"7, Rue Sebta Residence Rami Bureau 8",,Casablanca,,Maroc,20100,https://www.linkedin.com/company/10362547,10,1
Almaa.ma,Restauration collective,"Mers sultan
Casablanca
Maroc",http://www.almaa.ma,1-10 employés,2015,Société à responsabilité limitée (SRL),Mers sultan,,Casablanca,,Maroc,,https://www.linkedin.com/company/9295308,10,1
Slaoui Food,Restauration collective,"49 Av 2 Mars
Casablanca
Casablanca
20006
Maroc",http://www.slaouifood.ma,11-50 employés,2009,Société de personnes (associés),49 Av 2 Mars,,Casablanca,Casablanca,Maroc,20006,https://www.linkedin.com/company/9198277,50,11
Atlas Olive Oils,Restauration collective,Maroc,http://www.atlasoliveoils.com,51-200 employés,,Société à responsabilité limitée (SRL),,,,,Maroc,,https://www.linkedin.com/company/917740,200,51
QuelMenu.com,Restauration collective,"10000
Maroc",http://www.quelmenu.com,11-50 employés,2009,Société à responsabilité limitée (SRL),,,,,Maroc,10000,https://www.linkedin.com/company/512638,50,11
GSI Groupe Slaoui Investments,Restauration collective,"6 Rue Salonique Av 2 mars
Casablanca
Casablanca
20006
Maroc",http://www.gsi.ma,11-50 employés,2004,Société de personnes (associés),6 Rue Salonique Av 2 mars,,Casablanca,Casablanca,Maroc,20006,https://www.linkedin.com/company/2878520,50,11
UNIMAR BONDED STORES,Restauration collective,"Lot 140, Entrepôt No 1
Tangier
Morocco
90000
Maroc",http://www.unimarbs.com,11-50 employés,,Société à responsabilité limitée (SRL),"Lot 140, Entrepôt No 1",,Tangier,Morocco,Maroc,90000,https://www.linkedin.com/company/1093716,50,11
Bimo,Restauration collective,"20250
Maroc",http://www.bimo.ma,1001-5 000 employés,,Société à responsabilité limitée (SRL),,,,,Maroc,20250,https://www.linkedin.com/company/1202223,0,1001
Centrale Laitière,Restauration collective,"Twin Center, tour A, 3° étage
Avenue Massira Al Khadra
Casablanca
20 000
Maroc",http://www.centralelaitiere.com,1001-5 000 employés,,Société à responsabilité limitée (SRL),"Twin Center, tour A, 3° étage",Avenue Massira Al Khadra,Casablanca,,Maroc,20 000,https://www.linkedin.com/company/141805,0,1001
Medec'IN-Casa,"Santé, forme et bien-être","Boulevard Al Qods
Casablanca
20 610
Maroc",http://www.ifmsa-morocco.org,201-500 employés,2014,Non lucratif,Boulevard Al Qods,,Casablanca,,Maroc,20 610,https://www.linkedin.com/company/10287524,500,201
Maison d'Asa,"Santé, forme et bien-être","18, Rue Ibrahim Ennakhai
Casablanca
Maroc",http://www.maisondasa.com/,11-50 employés,2012,Société de personnes (associés),"18, Rue Ibrahim Ennakhai",,Casablanca,,Maroc,,https://www.linkedin.com/company/9414871,50,11
Bella Forme Group,"Santé, forme et bien-être","Angle rue Ibnou Katir et Ibnou Habous
Maârif
Casablanca
20000
Maroc",http://www.bellaforme.ma/,11-50 employés,1996,Société à responsabilité limitée (SRL),Angle rue Ibnou Katir et Ibnou Habous,Maârif,Casablanca,,Maroc,20000,https://www.linkedin.com/company/10325376,50,11
Clinique Amal Rajae,"Santé, forme et bien-être","Avenue Mohammed El Fassi (ex-marrakech) 15, Hassan
Rabat
Rabat-Sale-Zemmour-Zaer
Maroc",http://www.cliniqueamalraja.com,11-50 employés,2014,Entreprise individuelle,"Avenue Mohammed El Fassi (ex-marrakech) 15, Hassan",,Rabat,Rabat-Sale-Zemmour-Zaer,Maroc,,https://www.linkedin.com/company/10013845,50,11
ISIS SPA,"Santé, forme et bien-être","DERB DABACHI-DERB JDID N°12
MARRAKECH-MEDINA
MARRAKECH
MAROC
40400
Maroc",http://www.spa-isis.com,11-50 employés,2007,Société à responsabilité limitée (SRL),DERB DABACHI-DERB JDID N°12,MARRAKECH-MEDINA,MARRAKECH,MAROC,Maroc,40400,https://www.linkedin.com/company/5377095,50,11
KINESPA Casablanca,"Santé, forme et bien-être","Rue Languedoc (Rue de Sebta), Quartier des Hôpitaux
Casablanca
Casablanca
20000
Maroc",http://www.kinespa.ma,11-50 employés,2011,Société à responsabilité limitée (SRL),"Rue Languedoc (Rue de Sebta), Quartier des Hôpitaux",,Casablanca,Casablanca,Maroc,20000,https://www.linkedin.com/company/4985676,50,11
PRODIGIA,"Santé, forme et bien-être","Lot F Magasin F 602-Sakani Ahl loughlam
Casablanca
Maroc",http://www.prodigia.ma,1-10 employés,2012,Société à responsabilité limitée (SRL),Lot F Magasin F 602-Sakani Ahl loughlam,,Casablanca,,Maroc,,https://www.linkedin.com/company/2940136,10,1
Marrakech Canal Forme,"Santé, forme et bien-être","53 Avenue Abou Baker essediq
Marrakech
Marrakech Tensift El Haouz
40000
Maroc",http://www.marrakechcanalforme.com,11-50 employés,2006,Société à responsabilité limitée (SRL),53 Avenue Abou Baker essediq,,Marrakech,Marrakech Tensift El Haouz,Maroc,40000,https://www.linkedin.com/company/3261782,50,11
Beaute-sante.ma,"Santé, forme et bien-être","Résidence Bismillah, Imm B10, appt 14
Rue Al Bouziri - Mabella
Rabat
Rabat
10180
Maroc",http://www.beaute-sante.ma,1-10 employés,2004,Société à responsabilité limitée (SRL),"Résidence Bismillah, Imm B10, appt 14",Rue Al Bouziri - Mabella,Rabat,Rabat,Maroc,10180,https://www.linkedin.com/company/2223906,10,1
CHU Mohammed VI Marrakech,"Santé, forme et bien-être","BP: 2360 Marrakech principal
Marrakech
Marrakech
40000
Maroc",http://www.chumarrakech.ma,1001-5 000 employés,2001,Administration publique,BP: 2360 Marrakech principal,,Marrakech,Marrakech,Maroc,40000,https://www.linkedin.com/company/5371441,0,1001
Narwama,Restaurants,"30 Rue Koutoubia
Hay zefriti
Marrakech
40000
Maroc",http://www.narwama.com,11-50 employés,2004,Entreprise individuelle,30 Rue Koutoubia,Hay zefriti,Marrakech,,Maroc,40000,https://www.linkedin.com/company/5387593,50,11
GROUPE DAMA,Ressources humaines,"55, Bd Zerktouni, 6ème étage /
7, rue Sebta, Quartier des Hôpitaux
Casablanca
Maroc",http://www.damaservices.net,11-50 employés,1989,Société à responsabilité limitée (SRL),"55, Bd Zerktouni, 6ème étage /","7, rue Sebta, Quartier des Hôpitaux",Casablanca,,Maroc,,https://www.linkedin.com/company/9413006,50,11
Potentiel RH,Ressources humaines,Maroc,http://www.potentielrh.ma,1-10 employés,,Société à responsabilité limitée (SRL),,,,,Maroc,,https://www.linkedin.com/company/680731,10,1
Manage Success,Ressources humaines,"6ème étage, Bureaux 15 et 16
Boulevard Zerktouni
Casablanca
Maroc",http://www.managesuccess.net,1-10 employés,2014,Société à responsabilité limitée (SRL),"6ème étage, Bureaux 15 et 16",Boulevard Zerktouni,Casablanca,,Maroc,,https://www.linkedin.com/company/5311794,10,1
Skills and Values Consulting,Ressources humaines,"49, rue Jean Jaurès
Quartier Gauthier
Casablanca
20000
Maroc",http://www.svc.ma,1-10 employés,2015,Société à responsabilité limitée (SRL),"49, rue Jean Jaurès",Quartier Gauthier,Casablanca,,Maroc,20000,https://www.linkedin.com/company/9375486,10,1
Multitech morocco,Ressources humaines,"12, place des Alaouites 10 000 Rabat, Maroc
Rabat
Rabat
10000
Maroc",http://www.multitechmorocco.com,1-10 employés,1981,Société à responsabilité limitée (SRL),"12, place des Alaouites 10 000 Rabat, Maroc",,Rabat,Rabat,Maroc,10000,https://www.linkedin.com/company/5008646,10,1
BEONE CONSULTING,Ressources humaines,"Centre Al Miaraj, Angle Boulevard Anoual et Boulevard Abdelmoumen, 3ème ètage n° 35
casablanca
Maroc",http://www.beone-consulting.com,1-10 employés,2011,Société cotée en bourse,"Centre Al Miaraj, Angle Boulevard Anoual et Boulevard Abdelmoumen, 3ème ètage n° 35",,casablanca,,Maroc,,https://www.linkedin.com/company/2817966,10,1
Human Skills - HR Solutions,Ressources humaines,"374, Bd Abdelmoumen
Immeuble Atrium. 5ème étage
Casablanca
20000
Maroc",http://www.humanskills.ma,1-10 employés,2011,Société à responsabilité limitée (SRL),"374, Bd Abdelmoumen",Immeuble Atrium. 5ème étage,Casablanca,,Maroc,20000,https://www.linkedin.com/company/10255396,10,1
TTI Success Insights Maroc,Ressources humaines,"Angle Bd Abdelmoumen & Rue Soumaya
Résidence Shehrazade 3
Casablanca
20000
Maroc",http://www.success-insights.com/,1-10 employés,,Société à responsabilité limitée (SRL),Angle Bd Abdelmoumen & Rue Soumaya,Résidence Shehrazade 3,Casablanca,,Maroc,20000,https://www.linkedin.com/company/10066488,10,1
